workload,gap_tsc_ticks,k_prefill,submitted,samples,median_submit_ns,p90_submit_ns,p99_submit_ns,median_prefill_submit_tsc_ticks,avg_prefill_submit_tsc_ticks,median_post_submit_completion_tsc_ticks,min_prefill_completed,max_prefill_completed,median_hardware_observed,min_hardware_observed,max_hardware_observed,min_trace_missing,max_trace_missing,trace_errors_max,drain_completed_samples,drain_incomplete_samples,drain_statuses
100MiB,50,256,257,1,208,208,208,35296,35296,2208738,0,0,17,17,17,240,240,0,0,1,255
100MiB,50,288,289,1,212,212,212,42914,42914,2322646,0,0,17,17,17,272,272,0,0,1,255
100MiB,50,320,321,1,210,210,210,50764,50764,2318828,0,0,17,17,17,304,304,0,0,1,255
100MiB,100,96,97,1,9,9,9,15864,15864,2208244,0,0,17,17,17,80,80,0,0,1,255
100MiB,100,114,115,1,9,9,9,17418,17418,2264740,0,0,17,17,17,98,98,0,0,1,255
100MiB,100,128,129,1,12,12,12,20860,20860,2255738,0,0,17,17,17,112,112,0,0,1,255
100MiB,100,160,161,1,10,10,10,24258,24258,2225092,0,0,17,17,17,144,144,0,0,1,255
100MiB,100,192,193,1,10,10,10,28984,28984,2274946,0,0,17,17,17,176,176,0,0,1,255
100MiB,100,224,225,1,10,10,10,33254,33254,2323140,0,0,17,17,17,208,208,0,0,1,255
100MiB,100,256,257,1,9,9,9,37112,37112,2341402,0,0,17,17,17,240,240,0,0,1,255
100MiB,100,288,289,1,213,213,213,42562,42562,2216762,0,0,17,17,17,272,272,0,0,1,255
100MiB,100,320,321,1,215,215,215,49852,49852,2280056,0,0,17,17,17,304,304,0,0,1,255
100MiB,150,96,97,1,10,10,10,20708,20708,2208402,0,0,17,17,17,80,80,0,0,1,255
100MiB,150,114,115,1,10,10,10,24014,24014,2238370,0,0,16,16,16,99,99,0,0,1,255
100MiB,150,128,129,1,9,9,9,26850,26850,2252300,0,0,17,17,17,112,112,0,0,1,255
100MiB,150,160,161,1,9,9,9,31658,31658,2255756,0,0,17,17,17,144,144,0,0,1,255
100MiB,150,192,193,1,9,9,9,37964,37964,2295832,0,0,17,17,17,176,176,0,0,1,255
100MiB,150,224,225,1,9,9,9,42826,42826,2292680,0,0,17,17,17,208,208,0,0,1,255
100MiB,150,256,257,1,10,10,10,49938,49938,2214220,0,0,18,18,18,239,239,0,0,1,255
100MiB,150,288,289,1,9,9,9,55612,55612,2284086,0,0,18,18,18,271,271,0,0,1,255
100MiB,150,320,321,1,10,10,10,61218,61218,2349468,0,0,17,17,17,304,304,0,0,1,255
100MiB,200,96,97,1,9,9,9,25088,25088,2237140,0,0,17,17,17,80,80,0,0,1,255
100MiB,200,114,115,1,9,9,9,29542,29542,2254078,0,0,17,17,17,98,98,0,0,1,255
100MiB,200,128,129,1,9,9,9,32526,32526,2222314,0,0,17,17,17,112,112,0,0,1,255
100MiB,200,160,161,1,10,10,10,41340,41340,2223090,0,0,17,17,17,144,144,0,0,1,255
100MiB,200,192,193,1,9,9,9,47216,47216,2258850,0,0,17,17,17,176,176,0,0,1,255
100MiB,200,224,225,1,9,9,9,52940,52940,2296830,0,0,17,17,17,208,208,0,0,1,255
100MiB,200,256,257,1,9,9,9,60130,60130,2212268,0,0,16,16,16,241,241,0,0,1,255
100MiB,200,288,289,1,9,9,9,67278,67278,2315624,0,0,17,17,17,272,272,0,0,1,255
100MiB,200,320,321,1,9,9,9,77648,77648,2226960,0,0,17,17,17,304,304,0,0,1,255
100MiB,300,96,97,1,9,9,9,32628,32628,2216114,0,0,17,17,17,80,80,0,0,1,255
100MiB,300,114,115,1,10,10,10,40752,40752,2254590,0,0,17,17,17,98,98,0,0,1,255
100MiB,300,128,129,1,10,10,10,45318,45318,2203808,0,0,17,17,17,112,112,0,0,1,255
100MiB,300,160,161,1,9,9,9,54580,54580,2242252,0,0,17,17,17,144,144,0,0,1,255
100MiB,300,192,193,1,9,9,9,65576,65576,2281454,0,0,18,18,18,175,175,0,0,1,255
100MiB,300,224,225,1,9,9,9,75814,75814,2308122,0,0,17,17,17,208,208,0,0,1,255
100MiB,300,256,257,1,9,9,9,86686,86686,2220882,0,0,17,17,17,240,240,0,0,1,255
100MiB,300,288,289,1,9,9,9,97940,97940,2425474,0,0,17,17,17,272,272,0,0,1,255
100MiB,300,320,321,1,9,9,9,106900,106900,2334260,0,0,17,17,17,304,304,0,0,1,255
1GiB,0,96,97,1,239,239,239,1954,1954,2244636,0,0,1,1,1,96,96,0,0,1,255
1GiB,0,114,115,1,214,214,214,1480,1480,2217232,0,0,1,1,1,114,114,0,0,1,255
1GiB,0,128,129,1,346,346,346,4712,4712,2273330,0,0,1,1,1,128,128,0,0,1,255
1GiB,0,160,161,1,209,209,209,12754,12754,2324530,0,0,1,1,1,160,160,0,0,1,255
1GiB,0,192,193,1,212,212,212,20676,20676,2284718,0,0,1,1,1,192,192,0,0,1,255
1GiB,0,224,225,1,210,210,210,28298,28298,2222676,0,0,1,1,1,224,224,0,0,1,255
1GiB,0,256,257,1,11,11,11,61082,61082,2321602,0,0,1,1,1,256,256,0,0,1,255
1GiB,0,288,289,1,208,208,208,42728,42728,2250710,0,0,1,1,1,288,288,0,0,1,255
1GiB,0,320,321,1,211,211,211,51338,51338,2365098,0,0,1,1,1,320,320,0,0,1,255
1GiB,1,96,97,1,11,11,11,5056,5056,2270262,0,0,1,1,1,96,96,0,0,1,255
1GiB,1,114,115,1,9,9,9,5366,5366,2268636,0,0,1,1,1,114,114,0,0,1,255
1GiB,1,128,129,1,10,10,10,6982,6982,2213134,0,0,1,1,1,128,128,0,0,1,255
1GiB,1,160,161,1,214,214,214,13528,13528,2241634,0,0,1,1,1,160,160,0,0,1,255
1GiB,1,192,193,1,10,10,10,40404,40404,2280600,0,0,1,1,1,192,192,0,0,1,255
1GiB,1,224,225,1,212,212,212,29240,29240,2330046,0,0,1,1,1,224,224,0,0,1,255
1GiB,1,256,257,1,213,213,213,35720,35720,2212394,0,0,1,1,1,256,256,0,0,1,255
1GiB,1,288,289,1,208,208,208,43088,43088,2271364,0,0,1,1,1,288,288,0,0,1,255
1GiB,1,320,321,1,215,215,215,50724,50724,2314932,0,0,1,1,1,320,320,0,0,1,255
1GiB,10,96,97,1,10,10,10,5872,5872,2221080,0,0,2,2,2,95,95,0,0,1,255
1GiB,10,114,115,1,11,11,11,6600,6600,2251482,0,0,1,1,1,114,114,0,0,1,255
1GiB,10,128,129,1,14,14,14,7986,7986,2228982,0,0,2,2,2,127,127,0,0,1,255
1GiB,10,160,161,1,207,207,207,12924,12924,2295010,0,0,1,1,1,160,160,0,0,1,255
1GiB,10,192,193,1,207,207,207,20574,20574,2210392,0,0,1,1,1,192,192,0,0,1,255
1GiB,10,224,225,1,216,216,216,28378,28378,2309232,0,0,1,1,1,224,224,0,0,1,255
1GiB,10,256,257,1,210,210,210,34258,34258,2228366,0,0,1,1,1,256,256,0,0,1,255
1GiB,10,288,289,1,207,207,207,43664,43664,2336134,0,0,2,2,2,287,287,0,0,1,255
1GiB,10,320,321,1,207,207,207,50136,50136,2276906,0,0,1,1,1,320,320,0,0,1,255
1GiB,25,96,97,1,9,9,9,8654,8654,2257150,0,0,1,1,1,96,96,0,0,1,255
1GiB,25,114,115,1,10,10,10,8264,8264,2300354,0,0,1,1,1,114,114,0,0,1,255
1GiB,25,128,129,1,9,9,9,10850,10850,2245934,0,0,1,1,1,128,128,0,0,1,255
1GiB,25,160,161,1,215,215,215,12762,12762,2238756,0,0,1,1,1,160,160,0,0,1,255
1GiB,25,192,193,1,210,210,210,19932,19932,2327568,0,0,1,1,1,192,192,0,0,1,255
1GiB,25,224,225,1,212,212,212,28350,28350,2207458,0,0,1,1,1,224,224,0,0,1,255
1GiB,25,256,257,1,216,216,216,35946,35946,2300690,0,0,1,1,1,256,256,0,0,1,255
1GiB,25,288,289,1,206,206,206,43148,43148,2295832,0,0,1,1,1,288,288,0,0,1,255
1GiB,25,320,321,1,221,221,221,50966,50966,2367340,0,0,1,1,1,320,320,0,0,1,255
1GiB,50,96,97,1,9,9,9,12470,12470,2235684,0,0,1,1,1,96,96,0,0,1,255
1GiB,50,114,115,1,9,9,9,13794,13794,2246438,0,0,1,1,1,114,114,0,0,1,255
1GiB,50,128,129,1,9,9,9,14604,14604,2247538,0,0,1,1,1,128,128,0,0,1,255
1GiB,50,160,161,1,9,9,9,16390,16390,2259812,0,0,1,1,1,160,160,0,0,1,255
1GiB,50,192,193,1,215,215,215,19966,19966,2276932,0,0,1,1,1,192,192,0,0,1,255
1GiB,50,224,225,1,210,210,210,28528,28528,2316422,0,0,1,1,1,224,224,0,0,1,255
1GiB,50,256,257,1,214,214,214,34964,34964,2228184,0,0,1,1,1,256,256,0,0,1,255
1GiB,50,288,289,1,217,217,217,43020,43020,2349556,0,0,1,1,1,288,288,0,0,1,255
1GiB,50,320,321,1,216,216,216,50180,50180,2269694,0,0,1,1,1,320,320,0,0,1,255
1GiB,100,96,97,1,9,9,9,16092,16092,2249528,0,0,1,1,1,96,96,0,0,1,255
1GiB,100,114,115,1,9,9,9,18092,18092,2260780,0,0,1,1,1,114,114,0,0,1,255
1GiB,100,128,129,1,9,9,9,18674,18674,2215038,0,0,1,1,1,128,128,0,0,1,255
1GiB,100,160,161,1,10,10,10,24470,24470,2233998,0,0,1,1,1,160,160,0,0,1,255
1GiB,100,192,193,1,9,9,9,27930,27930,2295414,0,0,1,1,1,192,192,0,0,1,255
1GiB,100,224,225,1,9,9,9,30712,30712,2308898,0,0,1,1,1,224,224,0,0,1,255
1GiB,100,256,257,1,207,207,207,35492,35492,2251410,0,0,1,1,1,256,256,0,0,1,255
1GiB,100,288,289,1,204,204,204,42944,42944,2352930,0,0,1,1,1,288,288,0,0,1,255
1GiB,100,320,321,1,207,207,207,50782,50782,2267826,0,0,1,1,1,320,320,0,0,1,255
1GiB,150,96,97,1,10,10,10,21254,21254,2215504,0,0,1,1,1,96,96,0,0,1,255
1GiB,150,114,115,1,9,9,9,24430,24430,2256362,0,0,1,1,1,114,114,0,0,1,255
1GiB,150,128,129,1,9,9,9,27228,27228,2223308,0,0,1,1,1,128,128,0,0,1,255
1GiB,150,160,161,1,9,9,9,31634,31634,2243918,0,0,1,1,1,160,160,0,0,1,255
1GiB,150,192,193,1,9,9,9,38224,38224,2242214,0,0,1,1,1,192,192,0,0,1,255
1GiB,150,224,225,1,9,9,9,44416,44416,2215876,0,0,1,1,1,224,224,0,0,1,255
1GiB,150,256,257,1,9,9,9,50010,50010,2349072,0,0,1,1,1,256,256,0,0,1,255
1GiB,150,288,289,1,9,9,9,53628,53628,2261794,0,0,1,1,1,288,288,0,0,1,255
1GiB,150,320,321,1,10,10,10,61654,61654,2356854,0,0,1,1,1,320,320,0,0,1,255
1GiB,200,96,97,1,9,9,9,25328,25328,2232436,0,0,1,1,1,96,96,0,0,1,255
1GiB,200,114,115,1,10,10,10,29678,29678,2239568,0,0,1,1,1,114,114,0,0,1,255
1GiB,200,128,129,1,9,9,9,31476,31476,2237434,0,0,1,1,1,128,128,0,0,1,255
1GiB,200,160,161,1,9,9,9,39066,39066,2213110,0,0,1,1,1,160,160,0,0,1,255
1GiB,200,192,193,1,9,9,9,46806,46806,2295810,0,0,1,1,1,192,192,0,0,1,255
1GiB,200,224,225,1,9,9,9,53494,53494,2303214,0,0,1,1,1,224,224,0,0,1,255
1GiB,200,256,257,1,9,9,9,60728,60728,2343944,0,0,1,1,1,256,256,0,0,1,255
1GiB,200,288,289,1,9,9,9,67724,67724,2318364,0,0,1,1,1,288,288,0,0,1,255
1GiB,200,320,321,1,9,9,9,74746,74746,2268472,0,0,1,1,1,320,320,0,0,1,255
1GiB,300,96,97,1,9,9,9,35164,35164,2244446,0,0,1,1,1,96,96,0,0,1,255
1GiB,300,114,115,1,140,140,140,40604,40604,2240700,0,0,1,1,1,114,114,0,0,1,255
1GiB,300,128,129,1,9,9,9,45340,45340,2229930,0,0,1,1,1,128,128,0,0,1,255
1GiB,300,160,161,1,9,9,9,54808,54808,2240346,0,0,1,1,1,160,160,0,0,1,255
1GiB,300,192,193,1,9,9,9,64634,64634,2292772,0,0,1,1,1,192,192,0,0,1,255
1GiB,300,224,225,1,9,9,9,76474,76474,2294610,0,0,1,1,1,224,224,0,0,1,255
1GiB,300,256,257,1,9,9,9,86628,86628,2244546,0,0,1,1,1,256,256,0,0,1,255
1GiB,300,288,289,1,9,9,9,96596,96596,2332754,0,0,1,1,1,288,288,0,0,1,255
1GiB,300,320,321,1,9,9,9,106736,106736,2248860,0,0,1,1,1,320,320,0,0,1,255
